"game_play_id","defense","hit_hurry_or_sack","unique_plays","average_prob","coerce"
"2021092600-1758","WAS",1,1,0.531467329997283,0.458192504828967
"2021092600-1925","WAS",1,1,0.746105070556364,0.488244916541738
"2021092600-194","WAS",1,1,0.462252885103226,0.358216435961331
"2021092600-2022","BUF",0,1,0.294108693940299,0.307239968209412
"2021092600-2084","BUF",0,1,0.286140580710612,0.311153400118614
"2021092600-2108","BUF",0,1,0.307722038374497,0.323725179865948
"2021092600-2130","BUF",0,1,0.339035764850419,0.349405611244962
"2021092600-2173","WAS",0,1,0.379663650331826,0.378648330143973
"2021092600-2202","WAS",1,1,0.521123833599545,0.425140979205791
"2021092600-223","WAS",1,1,0.504814228841237,0.490700699373166
"2021092600-2243","WAS",0,1,0.310047517397574,0.34645263159895
"2021092600-2289","WAS",0,1,0.3251027683417,0.337449787037101
"2021092600-2369","BUF",0,1,0.52381129860878,0.427885968053949
"2021092600-2441","BUF",0,1,0.377483689977277,0.357607981820169
"2021092600-2507","WAS",0,1,0.369156180708497,0.384486850542917
"2021092600-2531","WAS",0,1,0.435600491131053,0.447520413425624
"2021092600-2576","WAS",1,1,0.497573934495449,0.484275998041061
"2021092600-258","WAS",1,1,0.529625248908997,0.317290752004546
"2021092600-2690","WAS",1,1,0.459680842161179,0.426959203367133
"2021092600-2712","WAS",1,1,0.51593827349799,0.470501514961755
"2021092600-2736","WAS",0,1,0.291151335835457,0.351492634912284
"2021092600-2879","WAS",1,1,0.384412041732243,0.365767447093015
"2021092600-2904","WAS",0,1,0.337386654317379,0.335331023508087
"2021092600-3063","BUF",1,1,0.593239431770948,0.431481456495212
"2021092600-3089","WAS",0,1,0.204956999443697,0.269501771415925
"2021092600-3136","WAS",1,1,0.398953626553217,0.350478476290735
"2021092600-3245","BUF",1,1,0.54503023951021,0.369240707343708
"2021092600-3278","BUF",0,1,0.296312708407641,0.302287835671173
"2021092600-3325","WAS",0,1,0.28024346249945,0.290569778805375
"2021092600-3387","WAS",1,1,0.55881148308027,0.361812151913079
"2021092600-3449","BUF",1,1,0.466908556573531,0.344040194825097
"2021092600-346","BUF",0,1,0.310971017541557,0.311446011256289
"2021092600-3471","BUF",0,1,0.353911969661713,0.340913451442724
"2021092600-3495","BUF",0,1,0.311808857409393,0.299603630923682
"2021092600-3516","BUF",0,1,0.355119969163622,0.359753405022229
"2021092600-3544","BUF",1,1,0.572402336125104,0.431617902112865
"2021092600-3590","WAS",0,1,0.309405714273453,0.310154595308112
"2021092600-3639","WAS",1,1,0.634196023333747,0.453247414236567
"2021092600-370","BUF",0,1,0.435943448985065,0.373114398459848
"2021092600-3793","BUF",0,1,0.273746704771405,0.285383244243924
"2021092600-3838","BUF",0,1,0.287895157933235,0.30832934863901
"2021092600-3875","BUF",0,1,0.313031733036041,0.306053547640719
"2021092600-3899","BUF",1,1,0.647742502617114,0.4126630595211
"2021092600-3942","BUF",1,1,0.645822138698013,0.384838412905788
"2021092600-3968","BUF",0,1,0.299195896024289,0.31158863584042
"2021092600-4095","WAS",0,1,0.219921885167851,0.229174794575748
"2021092600-4119","WAS",1,1,0.510927917989525,0.416282060854006
"2021092600-489","WAS",0,1,0.259621837599711,0.264839464043447
"2021092600-555","WAS",1,1,0.384402136717524,0.344698689055274
"2021092600-610","WAS",1,1,0.422769978642464,0.370908834881531
"2021092600-638","WAS",0,1,0.3176068016573,0.272354315234332
"2021092600-660","WAS",1,1,0.446354588673961,0.388675375055173
"2021092600-729","BUF",0,1,0.295549089709918,0.272348643149788
"2021092600-772","BUF",1,1,0.539245789631819,0.419002086420331
"2021092600-80","WAS",0,1,0.375004124641419,0.360667975494872
"2021092600-854","WAS",0,1,0.448585349705911,0.451929799126036
"2021092600-887","WAS",0,1,0.346695177611851,0.344445238649183
"2021092600-972","WAS",0,1,0.289314222686431,0.314023581919744
"2021092601-1092","CLE",1,1,0.656812571944335,0.499273655629689
"2021092601-1112","CLE",1,1,0.569478605356481,0.387857408542456
"2021092601-1205","CHI",1,1,0.501907148144462,0.445809979938023
"2021092601-1227","CHI",1,1,0.467813426628709,0.413750488154844
"2021092601-1255","CHI",0,1,0.263700177938473,0.282438193308294
"2021092601-1321","CHI",1,1,0.406393904376913,0.391011180320996
"2021092601-1354","CHI",1,1,0.601867167651653,0.474271198662486
"2021092601-144","CHI",0,1,0.269594338678178,0.261513588910189
"2021092601-1467","CLE",0,1,0.213215444148296,0.310473902439819
"2021092601-1536","CLE",1,1,0.737626853635756,0.506959728858279
"2021092601-1650","CHI",0,1,0.399497231245041,0.40840510909647
"2021092601-166","CHI",1,1,0.620379103422165,0.502018496551972
"2021092601-1695","CHI",0,1,0.350707815885544,0.359503174875716
"2021092601-1742","CHI",0,1,0.336839605318873,0.334559032369131
"2021092601-1783","CHI",0,1,0.324083435941826,0.327604456908016
"2021092601-1824","CHI",1,1,0.432961276835865,0.41895646559357
"2021092601-1930","CHI",0,1,0.352338711852613,0.34790150601894
"2021092601-2063","CLE",0,1,0.327633873412484,0.336976762339669
"2021092601-2085","CLE",1,1,0.469364590265534,0.440423653564621
"2021092601-2107","CLE",1,1,0.712088558536309,0.50717424487288
"2021092601-2172","CHI",0,1,0.274418035412536,0.265928415950359
"2021092601-2193","CHI",0,1,0.41328278404695,0.389999772611795
"2021092601-2275","CHI",1,1,0.750561961683176,0.466105965203053
"2021092601-2294","CHI",1,1,0.600219780323552,0.429490974221892
"2021092601-2382","CLE",1,1,0.589640958772765,0.439796158448643
"2021092601-2404","CLE",1,1,0.726587333640114,0.530594071479916
"2021092601-2507","CHI",1,1,0.67564085063835,0.46947914267582
"2021092601-252","CHI",0,1,0.348017172566776,0.356498750082208
"2021092601-2568","CLE",1,1,0.525146004640394,0.376329466119526
"2021092601-2612","CLE",0,1,0.362088547725427,0.368236824044912
"2021092601-2636","CLE",0,1,0.192151521834043,0.190273537302769
"2021092601-2726","CLE",1,1,0.544169190484034,0.445337534636266
"2021092601-274","CHI",1,1,0.809790079792341,0.580575444872238
"2021092601-2787","CLE",1,1,0.68197649629677,0.541646752145397
"2021092601-2810","CLE",0,1,0.362453297376633,0.34238804311164
"2021092601-2889","CHI",0,1,0.413110195171265,0.387660160746918
"2021092601-2924","CHI",0,1,0.159357688741551,0.21774049323973
"2021092601-3011","CHI",1,1,0.355994571899546,0.340734064907932
"2021092601-3108","CLE",0,1,0.31864670664072,0.33844734815519
"2021092601-3130","CLE",0,1,0.483057660275492,0.464723631560002
"2021092601-3163","CLE",0,1,0.250320594385266,0.282058539553923
"2021092601-3206","CLE",1,1,0.36204786747694,0.34796866316956
"2021092601-3345","CHI",0,1,0.401980630122125,0.371651306612031
"2021092601-3469","CLE",0,1,0.276958503183864,0.30784404911932
"2021092601-3491","CLE",1,1,0.776363090062753,0.608303815315481
"2021092601-358","CLE",0,1,0.338044434076264,0.343207037715476
"2021092601-3843","CLE",0,1,0.292901681796197,0.333407574048052
"2021092601-3887","CLE",0,1,0.441599204622466,0.436739836902397
"2021092601-3909","CLE",1,1,0.861830024535839,0.68411368694207
"2021092601-473","CHI",1,1,0.41837776284064,0.343457787601339
"2021092601-506","CHI",0,1,0.227624994392196,0.210665810849225
"2021092601-55","CHI",0,1,0.191535731262349,0.252409674714161
"2021092601-553","CHI",0,1,0.301005608091752,0.302946253893175
"2021092601-603","CHI",0,1,0.345939446898068,0.345203076074449
"2021092601-627","CHI",0,1,0.280478889969262,0.292173655002774
"2021092601-651","CHI",1,1,0.727500706911087,0.507642608472454
"2021092601-693","CLE",1,1,0.757883569468623,0.501836888189893
"2021092601-733","CLE",1,1,0.37966470643878,0.376340373552087
"2021092601-77","CHI",0,1,0.282118445164279,0.306863868571168
"2021092601-799","CHI",1,1,0.599009464184443,0.422529931427369
"2021092601-908","CHI",1,1,0.544916250343834,0.39930527426684
"2021092601-982","CHI",0,1,0.180662710452452,0.197817366998763
"2021092601-99","CHI",0,1,0.489815188176704,0.466231912719803
"2021092602-1058","BAL",1,1,0.622058381438255,0.509812749386541
"2021092602-1152","DET",0,1,0.258429021045968,0.329426883034977
"2021092602-1174","DET",0,1,0.398635667562485,0.379148916719764
"2021092602-1224","DET",0,1,0.302792639285326,0.321055484241137
"2021092602-1246","DET",0,1,0.349631658331914,0.339472957352882
"2021092602-1301","BAL",0,1,0.325951553881168,0.31452647840081
"2021092602-1351","BAL",0,1,0.399934916392617,0.372974100934158
"2021092602-1384","BAL",0,1,0.430279897105309,0.470013443385669
"2021092602-140","BAL",0,1,0.436272627428958,0.459245485005184
"2021092602-1427","BAL",1,1,0.616893926182309,0.419887859635172
"2021092602-1596","DET",0,1,0.419602619438637,0.400485827634323
"2021092602-1658","DET",1,1,0.633814857361164,0.483661774302972
"2021092602-1677","DET",1,1,0.600195954896902,0.44153248149702
"2021092602-1699","DET",1,1,0.442834036965524,0.420751605013512
"2021092602-1755","BAL",0,1,0.277556712180376,0.286299355217064
"2021092602-1800","BAL",0,1,0.213491385430098,0.219058557154625
"2021092602-183","BAL",1,1,0.557496498028437,0.519026050139552
"2021092602-1941","DET",0,1,0.333485706099148,0.344068374111912
"2021092602-1975","DET",1,1,0.736600087239192,0.500337940355615
"2021092602-2004","DET",1,1,0.551989519460635,0.435333550899279
"2021092602-2030","DET",0,1,0.36174053482471,0.383507453258873
"2021092602-2135","BAL",1,1,0.397303517375674,0.368864726290125
"2021092602-2164","BAL",0,1,0.358042626767545,0.376390820920371
"2021092602-2205","BAL",1,1,0.726394334342331,0.528298724448737
"2021092602-224","DET",0,1,0.317892526325427,0.313073002089355
"2021092602-2305","DET",1,1,0.755686908557608,0.47539802145592
"2021092602-2361","DET",0,1,0.421130350002876,0.370160004388817
"2021092602-2390","DET",0,1,0.347962563788449,0.372041855936867
"2021092602-2433","DET",1,1,0.643511149712971,0.544176122208149
"2021092602-2501","BAL",1,1,0.381292625709816,0.362883229571205
"2021092602-2525","BAL",0,1,0.333238434634711,0.325153835360702
"2021092602-2570","BAL",0,1,0.540501651065103,0.448303742399653
"2021092602-2615","BAL",0,1,0.380202794897145,0.35783893289363
"2021092602-2639","BAL",0,1,0.276440973465259,0.255978200623073
"2021092602-2699","BAL",0,1,0.341462434633918,0.336379046863131
"2021092602-2805","DET",0,1,0.332090537746747,0.31526105621823
"2021092602-2850","DET",1,1,0.618372228910338,0.461362785149994
"2021092602-2918","DET",0,1,0.31615857985513,0.345477912083314
"2021092602-2942","DET",0,1,0.365984496875451,0.398537642841547
"2021092602-2980","DET",1,1,0.53586309663085,0.430929953386946
"2021092602-3009","DET",1,1,0.785779756081255,0.501520050090467
"2021092602-3112","BAL",0,1,0.423732738082225,0.371878449255972
"2021092602-3166","BAL",1,1,0.673084987729204,0.460338853032509
"2021092602-3192","BAL",0,1,0.519140321275462,0.426955711580023
"2021092602-3343","BAL",0,1,0.354625706609927,0.360983524159245
"2021092602-3495","DET",0,1,0.143684870906566,0.166272782647727
"2021092602-3561","DET",1,1,0.812324877296175,0.673806284106669
"2021092602-3580","DET",1,1,0.634352092715827,0.545721319967147
"2021092602-3606","BAL",1,1,0.441862368408371,0.370371034267801
"2021092602-3651","BAL",1,1,0.527595218684938,0.521031421942317
"2021092602-386","BAL",1,1,0.725364781916142,0.580106861000486
"2021092602-3926","DET",1,1,0.595905867607697,0.464817349352432
"2021092602-3945","DET",1,1,0.457461197788899,0.422404128259354
"2021092602-3967","DET",1,1,0.738816829567606,0.526678719606172
"2021092602-4003","DET",0,1,0.207167212285248,0.270199356157515
"2021092602-4058","DET",0,1,0.0539360599298226,0.0548314788011496
"2021092602-470","DET",0,1,0.343167697191238,0.339224549577341
"2021092602-494","DET",0,1,0.317667766924827,0.321196079779641
"2021092602-55","BAL",0,1,0.350636970706102,0.304403495325689
"2021092602-653","BAL",0,1,0.291235470002697,0.305605400453233
"2021092602-677","BAL",0,1,0.330961950336184,0.361779492986509
"2021092602-777","DET",1,1,0.383429843571878,0.375649917317354
"2021092602-79","BAL",0,1,0.268524117287128,0.304224603236825
"2021092602-799","DET",0,1,0.36989511407557,0.374087758166088
"2021092602-857","DET",1,1,0.559871917565664,0.402163578980467
"2021092602-898","DET",0,1,0.289616753431884,0.306075961775965
"2021092602-941","DET",1,1,0.588772878050804,0.479307789972648
"2021092602-981","BAL",1,1,0.48653839495447,0.444438386600363
"2021092603-100","ARI",0,1,0.23473822296812,0.257700587808975
"2021092603-1029","ARI",1,1,0.40700928039021,0.375792719738629
"2021092603-1055","JAX",1,1,0.64645605898918,0.449965739521393
"2021092603-1111","JAX",0,1,0.364519011284878,0.295403217264067
"2021092603-1143","JAX",0,1,0.392590353886286,0.372034177632279
"2021092603-1167","JAX",0,1,0.204575274636348,0.204078449167735
"2021092603-1191","JAX",1,1,0.634425282478333,0.533639417743409
"2021092603-1302","ARI",0,1,0.366639618640361,0.37827011777087
"2021092603-1396","JAX",0,1,0.271617660919825,0.26429383312546
"2021092603-1600","ARI",1,1,0.509728306326373,0.409923876248371
"2021092603-1735","ARI",0,1,0.36873627781868,0.353081939920677
"2021092603-1759","ARI",0,1,0.360910995397717,0.363969613191596
"2021092603-1800","ARI",0,1,0.335559792139313,0.341951452196872
"2021092603-1824","ARI",0,1,0.436271486679713,0.456737874610082
"2021092603-1875","JAX",1,1,0.453695769939158,0.438006680286125
"2021092603-1934","JAX",0,1,0.452554799616337,0.420042836302832
"2021092603-2046","JAX",0,1,0.30813498236239,0.319885687585012
"2021092603-2147","JAX",0,1,0.341072817002573,0.34368430414802
"2021092603-2221","ARI",0,1,0.374683232683885,0.374433559181997
"2021092603-223","JAX",0,1,0.311923831701279,0.346293040497921
"2021092603-2262","JAX",1,1,0.581799231031362,0.406825015769313
"2021092603-2283","JAX",0,1,0.320896957670489,0.29753847142807
"2021092603-2307","JAX",0,1,0.255509497695848,0.265133034453997
"2021092603-2410","JAX",0,1,0.357686994331224,0.373474297768592
"2021092603-2432","JAX",1,1,0.553380515840318,0.47245270042657
"2021092603-244","JAX",0,1,0.305094223469496,0.321345604086964
"2021092603-2456","JAX",0,1,0.26013512685895,0.264703662676419
"2021092603-2478","JAX",0,1,0.414415293931961,0.384027139789654
"2021092603-2506","JAX",0,1,0.415064479365493,0.395440328770315
"2021092603-2845","JAX",0,1,0.338814580546958,0.357390822935355
"2021092603-3069","ARI",0,1,0.207477214987631,0.213466740839363
"2021092603-3104","ARI",0,1,0.350020088133265,0.266462042295327
"2021092603-3164","JAX",0,1,0.287133981926101,0.308039081319553
"2021092603-3209","JAX",1,1,0.449252020816008,0.345364353020265
"2021092603-3233","JAX",0,1,0.357062663092758,0.369466335010713
"2021092603-3327","JAX",0,1,0.47248054544131,0.473299284962618
"2021092603-339","ARI",0,1,0.263064517080784,0.287940234815589
"2021092603-3457","ARI",0,1,0.335154521465302,0.351643245982679
"2021092603-3481","ARI",1,1,0.593471357951293,0.445151103989035
"2021092603-3500","ARI",1,1,0.630916724602381,0.460896413061125
"2021092603-3582","ARI",0,1,0.479692167561987,0.499846145622365
"2021092603-3606","ARI",1,1,0.446377046406269,0.35114169258201
"2021092603-3732","JAX",1,1,0.406538025192592,0.345608847358601
"2021092603-389","JAX",0,1,0.398433929930131,0.382782355039924
"2021092603-3929","ARI",0,1,0.330988909448347,0.340783193803218
"2021092603-3997","ARI",0,1,0.423541814088821,0.428639229313418
"2021092603-4045","ARI",0,1,0.366526380181312,0.372687250832363
"2021092603-4070","ARI",1,1,0.608804031496956,0.570668487067857
"2021092603-4116","ARI",1,1,0.631963500328231,0.431096191626822
"2021092603-413","JAX",0,1,0.450885767445845,0.473076750751228
"2021092603-4138","ARI",1,1,0.51368703312344,0.45891329384425
"2021092603-4162","ARI",1,1,0.535285575424924,0.443156307065424
"2021092603-4186","ARI",1,1,0.691393392701303,0.565734247795724
"2021092603-437","JAX",0,1,0.342376338398975,0.352652165617325
"2021092603-580","ARI",0,1,0.301125394525351,0.291653460810979
"2021092603-602","ARI",1,1,0.491358698710151,0.419125215142086
"2021092603-647","ARI",1,1,0.45536922580666,0.373275061581747
"2021092603-719","ARI",1,1,0.569396058266813,0.495068971915628
"2021092603-76","ARI",0,1,0.339407404263814,0.346485198556409
"2021092603-781","JAX",1,1,0.538823870675904,0.442039236096478
"2021092603-889","ARI",0,1,0.330223902032293,0.353985770575649
"2021092603-953","ARI",0,1,0.355455618480156,0.363997156153865
"2021092604-100","KC",0,1,0.315524872392416,0.322202062959207
"2021092604-1125","LAC",0,1,0.341453342884779,0.351927289774147
"2021092604-1236","KC",0,1,0.29982399046421,0.309321601721855
"2021092604-1260","KC",0,1,0.336602689822515,0.354562440000549
"2021092604-1305","KC",0,1,0.409686722755432,0.415583243940097
"2021092604-1330","KC",0,1,0.338256230577826,0.335982223372788
"2021092604-1411","LAC",1,1,0.667228790169413,0.537403519855538
"2021092604-1460","KC",0,1,0.401850369046716,0.341685058189304
"2021092604-1484","KC",0,1,0.350266201297442,0.340975481996557
"2021092604-1529","KC",0,1,0.283179772527594,0.293644735299711
"2021092604-1553","KC",0,1,0.374749295505477,0.317591554938659
"2021092604-1575","KC",1,1,0.639545554700105,0.5651117100278
"2021092604-1629","LAC",0,1,0.332039827549899,0.332382932797574
"2021092604-1653","LAC",1,1,0.477587593229193,0.398342692926955
"2021092604-1675","LAC",0,1,0.403427507608168,0.397235464787914
"2021092604-1716","LAC",0,1,0.483493612280914,0.448101952964154
"2021092604-1740","LAC",0,1,0.357843388662194,0.375858754461064
"2021092604-1762","LAC",0,1,0.457080605626106,0.462725236339338
"2021092604-1847","LAC",1,1,0.604364429201399,0.489437744015216
"2021092604-1869","LAC",1,1,0.476381056755781,0.425989726429908
"2021092604-2045","LAC",0,1,0.33836510181427,0.32034529484073
"2021092604-2090","LAC",1,1,0.405130196234276,0.385895547234207
"2021092604-210","LAC",0,1,0.332657831055777,0.309368001353609
"2021092604-2133","LAC",1,1,0.428242320815722,0.425910136838041
"2021092604-2157","LAC",1,1,0.398706504592189,0.383997250998864
"2021092604-2206","LAC",0,1,0.359900656938553,0.354111763861326
"2021092604-2284","LAC",1,1,0.629057168960571,0.458885647381313
"2021092604-232","LAC",0,1,0.502279488663924,0.448031174978409
"2021092604-2409","KC",1,1,0.589180294366983,0.391279453682096
"2021092604-2428","KC",1,1,0.731315152985709,0.470920864566382
"2021092604-2496","LAC",0,1,0.486438550378965,0.471255202576657
"2021092604-2564","LAC",1,1,0.72470568016518,0.593475201699912
"2021092604-2625","LAC",0,1,0.365124643526294,0.33254628473684
"2021092604-2657","LAC",1,1,0.537123953187189,0.443834660616867
"2021092604-2702","LAC",1,1,0.475733759311529,0.41351099590873
"2021092604-2857","KC",0,1,0.494863249104599,0.527528612675104
"2021092604-2881","KC",1,1,0.38691086769104,0.338682368307306
"2021092604-2914","KC",0,1,0.420979229842915,0.440037246334044
"2021092604-2959","KC",0,1,0.30347317636013,0.314565645543986
"2021092604-2983","KC",0,1,0.416420843203863,0.385636002810943
"2021092604-3026","KC",1,1,0.407505911809427,0.366236000527988
"2021092604-304","LAC",0,1,0.204917314212497,0.257939955537632
"2021092604-3071","KC",1,1,0.325086440729058,0.325980258907116
"2021092604-3134","LAC",0,1,0.39235167445675,0.404867019115575
"2021092604-3206","LAC",1,1,0.492636161191123,0.424938754224288
"2021092604-330","LAC",0,1,0.323090078799348,0.321902062489974
"2021092604-3344","LAC",0,1,0.418010387420654,0.356527247709751
"2021092604-3368","LAC",1,1,0.619814786947135,0.4164753278698
"2021092604-3588","KC",0,1,0.276285760104656,0.288148227344326
"2021092604-3610","KC",1,1,0.583746683597565,0.418705260853941
"2021092604-3642","KC",1,1,0.696216318168138,0.622885274912961
"2021092604-3697","KC",0,1,0.323568402727445,0.383891663469116
"2021092604-3733","KC",1,1,0.542285285145044,0.408629799814514
"2021092604-3755","KC",1,1,0.672734449307124,0.458296997129549
"2021092604-3849","LAC",1,1,0.412537018103259,0.376188714767624
"2021092604-3871","LAC",1,1,0.602966418174597,0.451742599147382
"2021092604-3897","KC",0,1,0.302815666049719,0.315084447642039
"2021092604-3940","KC",0,1,0.273787236527393,0.288273171938827
"2021092604-3981","KC",0,1,0.428797767442816,0.430669861053767
"2021092604-399","LAC",0,1,0.426691283782323,0.379715929123218
"2021092604-4022","KC",0,1,0.428925326641868,0.436983078809742
"2021092604-4044","KC",1,1,0.596756878826353,0.584419373602532
"2021092604-4112","KC",0,1,0.452479561934104,0.39801755996177
"2021092604-4145","KC",0,1,0.475638918186489,0.468855266829064
"2021092604-4231","LAC",0,1,0.373370586372003,0.382879932785696
"2021092604-425","KC",0,1,0.292142997682095,0.310955987768332
"2021092604-4253","LAC",0,1,0.334384301016408,0.353037481653814
"2021092604-4285","LAC",1,1,0.575908015881266,0.497250766563718
"2021092604-4307","LAC",0,1,0.500150859355927,0.446324383913367
"2021092604-4355","LAC",1,1,0.626922846904823,0.424644764716826
"2021092604-492","KC",0,1,0.329747439215058,0.335356681289507
"2021092604-521","KC",0,1,0.316307453811169,0.324338387859492
"2021092604-564","KC",1,1,0.638842157274485,0.509307887781682
"2021092604-614","LAC",1,1,0.446379902750947,0.400602658955871
"2021092604-673","LAC",1,1,0.484346282978853,0.43589437839753
"2021092604-737","LAC",0,1,0.306951345875859,0.32531512307003
"2021092604-788","KC",0,1,0.386131805678209,0.340465077394067
"2021092604-854","KC",0,1,0.32708332867458,0.328065151707342
"2021092604-876","KC",0,1,0.257027826811138,0.263890149241196
"2021092604-940","KC",0,1,0.0967007810477077,0.138319916480675
"2021092604-985","KC",0,1,0.497958687635568,0.467887780060248
"2021092605-100","NE",0,1,0.519905222654343,0.50562214461609
"2021092605-1026","NE",0,1,0.209850933402777,0.210870840796784
"2021092605-1069","NE",1,1,0.688127062641657,0.481105653983482
"2021092605-1192","NO",1,1,0.4928144800663,0.45796899874992
"2021092605-1220","NO",0,1,0.340012778993696,0.349944909626609
"2021092605-1244","NO",1,1,0.635778655608495,0.623987576966272
"2021092605-1273","NO",1,1,0.749454328337231,0.583214297044012
"2021092605-1307","NO",0,1,0.323700386853445,0.3406015772012
"2021092605-1329","NO",1,1,0.578189460130838,0.496629099975936
"2021092605-1443","NE",0,1,0.435666130234798,0.399679003021005
"2021092605-1493","NE",1,1,0.608300161522788,0.396486285521087
"2021092605-1580","NO",0,1,0.354799761221959,0.332668232835794
"2021092605-1604","NO",1,1,0.312910500086016,0.316262183354648
"2021092605-1626","NO",1,1,0.579319798284107,0.559651927774039
"2021092605-1648","NO",1,1,0.449404763764349,0.399607808217957
"2021092605-1784","NE",1,1,0.49168640896678,0.359902648898681
"2021092605-180","NO",0,1,0.427285296221574,0.413430614564081
"2021092605-1820","NE",1,1,0.772381748023786,0.647791864783679
"2021092605-1887","NO",0,1,0.320077175274491,0.323950795896348
"2021092605-1940","NO",0,1,0.207076294347644,0.198577411525931
"2021092605-1978","NO",1,1,0.438176989555359,0.437979008861192
"2021092605-202","NO",1,1,0.630033936351538,0.523943751149098
"2021092605-2164","NO",0,1,0.319990320131183,0.300685568497363
"2021092605-2243","NO",0,1,0.314513407255474,0.32579536987954
"2021092605-2381","NE",1,1,0.705410345850221,0.530108858656226
"2021092605-2414","NE",0,1,0.450966395437717,0.472890361705099
"2021092605-2526","NO",1,1,0.353714792774274,0.344268713348869
"2021092605-2550","NO",0,1,0.305023536086083,0.344297502544516
"2021092605-2574","NO",0,1,0.300813853740692,0.351412520995734
"2021092605-2619","NO",0,1,0.324378520871202,0.342548549633202
"2021092605-2668","NO",1,1,0.563395489539419,0.513320213115427
"2021092605-2690","NO",0,1,0.317450458183885,0.347845098760096
"2021092605-2735","NO",0,1,0.365884499417411,0.351339240167982
"2021092605-2759","NO",1,1,0.352954249829054,0.338630881867367
"2021092605-2783","NO",0,1,0.445518849711669,0.451333561085956
"2021092605-2849","NO",0,1,0.3885782584548,0.392789677905752
"2021092605-2915","NE",1,1,0.603832988482383,0.370310522209365
"2021092605-2957","NE",1,1,0.547128062115775,0.43200010231343
"2021092605-3023","NO",0,1,0.345598123183376,0.366656465426449
"2021092605-3045","NO",0,1,0.421206365029017,0.42877198995169
"2021092605-3069","NO",0,1,0.15736818920683,0.183847196829783
"2021092605-3093","NO",1,1,0.550606403148399,0.392998790359365
"2021092605-3112","NO",0,1,0.395471152095568,0.34492680962565
"2021092605-3197","NE",1,1,0.63494964529361,0.461484112591788
"2021092605-3241","NO",0,1,0.41011682594264,0.390743658831954
"2021092605-3263","NO",0,1,0.395027921597163,0.348990359630031
"2021092605-3296","NO",1,1,0.566532914506065,0.39927178206217
"2021092605-3317","NO",1,1,0.680495262145996,0.669971412036065
"2021092605-3373","NE",0,1,0.173494024168361,0.193521261148044
"2021092605-342","NE",0,1,0.338122141632167,0.392633385904733
"2021092605-3435","NE",0,1,0.323755121519489,0.374385832434635
"2021092605-3506","NE",0,1,0.402526021003723,0.409358501125068
"2021092605-366","NE",0,1,0.173941855505109,0.212053138249732
"2021092605-3684","NE",1,1,0.452296785182423,0.448093380909917
"2021092605-3769","NO",1,1,0.413209303095937,0.266779443539066
"2021092605-3815","NO",0,1,0.357357122004032,0.357005663525614
"2021092605-3856","NO",0,1,0.313779689114669,0.337614724645778
"2021092605-3878","NO",0,1,0.332707381423782,0.340433832691935
"2021092605-3907","NO",0,1,0.326001099000375,0.344677201033388
"2021092605-3974","NO",0,1,0.282401371269654,0.332626448466529
"2021092605-4020","NO",0,1,0.325537303791327,0.372931057782249
"2021092605-4061","NO",0,1,0.322228241849829,0.356800173473894
"2021092605-4090","NO",0,1,0.384547506059919,0.374933834900424
"2021092605-4112","NO",1,1,0.371645346697834,0.386162057099157
"2021092605-4140","NO",1,1,0.425110834675866,0.280492471042005
"2021092605-4162","NO",0,1,0.44613639702057,0.436500142995206
"2021092605-436","NE",0,1,0.307666096836329,0.314973834127188
"2021092605-481","NE",1,1,0.541093029759147,0.482361129138503
"2021092605-537","NO",1,1,0.676996427613336,0.533756644137853
"2021092605-580","NO",0,1,0.340058520044151,0.376783850282757
"2021092605-668","NE",0,1,0.218251322209835,0.244771739607031
"2021092605-718","NE",0,1,0.365905250696575,0.337407571880434
"2021092605-771","NE",1,1,0.302976914757007,0.231697624792182
"2021092605-795","NE",0,1,0.276571313810089,0.330856308450184
"2021092605-940","NO",0,1,0.193915383517742,0.178484099228679
"2021092605-964","NO",0,1,0.474186230670003,0.499792566559797
"2021092606-1017","ATL",1,1,0.490233406424522,0.439601206995528
"2021092606-1041","ATL",0,1,0.385248459047741,0.355521534070032
"2021092606-105","NYG",0,1,0.16941382676363,0.177398057111648
"2021092606-1086","ATL",0,1,0.378616646446031,0.380880559397856
"2021092606-1108","ATL",1,1,0.727821051113067,0.618016376587486
"2021092606-1271","ATL",0,1,0.374167979724946,0.346274326067823
"2021092606-1339","NYG",0,1,0.270920181439982,0.280367633591432
"2021092606-1405","NYG",1,1,0.47366284651141,0.490369385609146
"2021092606-1427","NYG",0,1,0.354563985709791,0.362195205827931
"2021092606-1488","NYG",0,1,0.312512159899429,0.34309102474425
"2021092606-1512","NYG",0,1,0.327224320691565,0.326565278346849
"2021092606-1536","NYG",0,1,0.102496614247294,0.0628310267810418
"2021092606-159","NYG",0,1,0.307925197399325,0.331706241760875
"2021092606-1653","ATL",0,1,0.28155196329643,0.282099797505627
"2021092606-1696","ATL",0,1,0.313625972846459,0.342252281903087
"2021092606-1736","ATL",0,1,0.347429079810778,0.364545812724818
"2021092606-1838","NYG",0,1,0.372675207100416,0.379202472452634
"2021092606-1867","NYG",0,1,0.293193594725044,0.271625784533493
"2021092606-1902","NYG",0,1,0.447345881626524,0.447042238653013
"2021092606-1931","NYG",0,1,0.407707294692164,0.423733898327737
"2021092606-1987","NYG",0,1,0.298514588465614,0.316289797120012
"2021092606-2043","ATL",0,1,0.343684042670897,0.379140987694164
